pathway,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,p_value,padj,qvalue,geneID,Count,rank,cancer,method,relative_rank
BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN,BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN,10/2959,40/14741,0.25,1.245437647854,0.778949767908414,0.271954826602597,0.88486019837863,0.832534590224153,AK2/BTN3A2/BTN3A3/CTBS/KAT2B/MBNL2/MPDZ/SLC39A8/SPSB1/TLR3,10,157,LIHC,TG_ORA,0.3030888030888031
KAPOSI_LIVER_CANCER_MET_UP,KAPOSI_LIVER_CANCER_MET_UP,5/2959,18/14741,0.277777777777778,1.38381960872667,0.816539070383473,0.286335373900526,0.909027362098318,0.855272645095552,ITGAV/KPNB1/PLCE1/STK25/TUBB6,5,163,LIHC,TG_ORA,0.31467181467181465
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN,SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN,9/2959,36/14741,0.25,1.245437647854,0.738876121146482,0.28780016869522,0.909027362098318,0.855272645095552,APLNR/IL12RB2/JUND/KITLG/MYL2/PRKAA1/SOCS3/STAT1/JMJD7-PLA2G4B,9,164,LIHC,TG_ORA,0.3166023166023166
HP_HEPATOCELLULAR_CARCINOMA,HP_HEPATOCELLULAR_CARCINOMA,17/2959,74/14741,0.22972972972973,1.14445621694692,0.624299757568441,0.308307056493162,0.933935995692737,0.87870832352314,AHCY/ATM/BMP6/CASP10/CHEK2/FAS/GIMAP5/HFE/IGF2R/IRF5/JAK2/MET/MSH6/MUTYH/SPIB/TGFBR2/TNPO3,17,171,LIHC,TG_ORA,0.3301158301158301
BOYAULT_LIVER_CANCER_SUBCLASS_G2,BOYAULT_LIVER_CANCER_SUBCLASS_G2,7/2959,28/14741,0.25,1.245437647854,0.651450307724655,0.32504917198966,0.954669441573965,0.898215711133399,INTS7/ITGA5/KIF14/KLHL7/MEIS2/SAP130/ARHGEF40,7,174,LIHC,TG_ORA,0.3359073359073359
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN,ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN,58/2959,274/14741,0.211678832116788,1.05453114708806,0.456606815006398,0.347199578376391,0.954669441573965,0.898215711133399,ACADVL/ACP2/ADAMTSL2/ATOH8/AXL/B4GALT4/BHLHE40/CFLAR/CYP1A2/CYP3A5/CYP3A7/DCUN1D3/DENND4C/ENTPD5/F9/GHR/HSBP1/IGFALS/INHBE/JUND/MAN2B2/MAP2K7/MBD3/MFN2/MFSD2A/MT1A/MT1F/MYO10/NOP14/NUCKS1/OCIAD1/PCMT1/PLIN2/PNMA3/PPARGC1A/PVR/RAB3IL1/SH3TC1/SH3YL1/SKAP1/SPIRE1/SYNJ2BP/TERF2IP/TMEM30B/TNFAIP8L1/TNPO3/ZNF148/A2M/ERLIN1/ETS2/PPIG/VAMP8/SYMPK/SCNN1D/CFAP410/TKFC/MARCHF6/PGGHG,58,187,LIHC,TG_ORA,0.361003861003861
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP,IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP,4/2959,15/14741,0.266666666666667,1.3284668243776,0.637832226696406,0.35456389719666,0.959230608474086,0.90250715652002,RMND5A/TUBB2B/ZNF337/ZSCAN12,4,190,LIHC,TG_ORA,0.3667953667953668
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN,ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN,74/2959,354/14741,0.209039548022599,1.04138289199092,0.394956314692733,0.367261622304705,0.962611067656889,0.905687714540011,ABHD14B/ABHD6/AHCY/AK3/APH1A/BCL2L13/BET1L/BPHL/CBX7/CD99L2/CDK9/CLPP/CYB5B/DIAPH1/DNAJA1/EEF2/EIF4A1/EMP1/F10/FAM20B/FEM1A/GNPTG/GPR88/HMGCS1/IGFALS/IGFBP4/INHBE/KCTD5/KPNA1/LDLR/LONP1/LPIN2/MLLT3/MPND/MRPL24/MXD4/NNMT/NSFL1C/NUDT2/NUDT5/OAZ1/OSBP/PGM2/POLR2F/PPM1F/RIC8A/SERBP1/SLC25A22/SMG5/SND1/SSU72/STK11/TBC1D14/TBC1D16/THOP1/TM7SF2/TP53INP2/TPRG1L/TRAPPC6A/UBAC1/UBAP1/UPB1/VAV2/VPS26B/ZCCHC14/ZNF180/NFYC/TRRAP/ERLIN1/ZFPM1/ADI1/NUDT3/MYDGF/H4C3,74,195,LIHC,TG_ORA,0.3764478764478765
VILLANUEVA_LIVER_CANCER_KRT19_DN,VILLANUEVA_LIVER_CANCER_KRT19_DN,14/2959,63/14741,0.222222222222222,1.10705568698134,0.426735026099405,0.382911247510905,0.968189875238144,0.91093662311575,ABCB8/ACSL6/ALDH1B1/HNF4A/KCNB1/LARP4/MPDZ/MTG2/NDUFS7/POR/REEP5/SLC1A1/UQCR11/RGN,14,203,LIHC,TG_ORA,0.3918918918918919
IIZUKA_LIVER_CANCER_EARLY_RECURRENCE,IIZUKA_LIVER_CANCER_EARLY_RECURRENCE,3/2959,11/14741,0.272727272727273,1.35865925220437,0.596332835042467,0.38503303918737,0.968189875238144,0.91093662311575,MEF2C/PDGFRA/TRIM22,3,204,LIHC,TG_ORA,0.3938223938223938
HOSHIDA_LIVER_CANCER_SUBCLASS_S1,HOSHIDA_LIVER_CANCER_SUBCLASS_S1,49/2959,235/14741,0.208510638297872,1.03874799565696,0.300068945510751,0.40787295781118,0.987158937412226,0.928783962653649,AIF1/ARHGDIB/BCL2A1/CBFB/CCR7/CD151/CDC25B/CRIP2/CTSC/CTSS/DAB2/DDR1/DDR2/F13A1/FBN1/FBRS/HLA-DMA/IL7R/LDHB/LMO4/LTBP2/MAP1B/OAZ1/PEA15/PKD2/PPP4R1/QSOX1/RAB31/RIT1/SLC2A1/SPAG8/TIMP2/TPM2/TRAF3/TRIP10/TSPAN3/VCAN/ZNF384/FUT4/TP53BP1/ITPR3/ITGB2/CELF2/ADAM15/AEBP1/TAGLN/NBL1/FYB1/PCLAF,49,211,LIHC,TG_ORA,0.40733590733590735
BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP,BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP,9/2959,40/14741,0.225,1.1208938830686,0.383683037142909,0.411409610698176,0.987158937412226,0.928783962653649,LPGAT1/MKKS/RAP2A/RPS6KC1/SMYD3/TMEM260/TOR3A/WDR26/H1-0,9,212,LIHC,TG_ORA,0.4092664092664093
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN,MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN,5/2959,21/14741,0.238095238095238,1.18613109319429,0.427746422123869,0.417350979330651,0.987158937412226,0.928783962653649,PAH/PCK1/PPARGC1A/RCL1/SLC38A4,5,215,LIHC,TG_ORA,0.41505791505791506
HEBERT_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,HEBERT_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,2/2959,7/14741,0.285714285714286,1.42335731183315,0.561445321582773,0.425317968312001,0.99300995040332,0.934288979956792,HSPG2/SERPINB1,2,220,LIHC,TG_ORA,0.4247104247104247
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6,12/2959,55/14741,0.218181818181818,1.08692740176349,0.323666682793872,0.425575693029994,0.99300995040332,0.934288979956792,APLNR/DBP/LEPR/LIPT2/MKNK2/SOCS3/SYT11/USP2/PER3/PLA2G4F/NCAN/USP9X,12,222,LIHC,TG_ORA,0.42857142857142855
BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN,BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN,4/2959,17/14741,0.235294117647059,1.17217660974495,0.355956906250358,0.454219979135767,0.996974360984438,0.938018957804907,BHLHE40/NAV2/QSOX1/VNN3P,4,230,LIHC,TG_ORA,0.444015444015444
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN,IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN,4/2959,17/14741,0.235294117647059,1.17217660974495,0.355956906250358,0.454219979135767,0.996974360984438,0.938018957804907,COX4I1/RPS19/TMX1/KARS1,4,230,LIHC,TG_ORA,0.444015444015444
WP_NCRNAS_INVOLVED_IN_STAT3_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,WP_NCRNAS_INVOLVED_IN_STAT3_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,4/2959,17/14741,0.235294117647059,1.17217660974495,0.355956906250358,0.454219979135767,0.996974360984438,0.938018957804907,IL11RA/JAK2/RELA/SOX4,4,230,LIHC,TG_ORA,0.444015444015444
YAMASHITA_LIVER_CANCER_WITH_EPCAM_DN,YAMASHITA_LIVER_CANCER_WITH_EPCAM_DN,4/2959,17/14741,0.235294117647059,1.17217660974495,0.355956906250358,0.454219979135767,0.996974360984438,0.938018957804907,SERPINC1/SIX1/UGT2B11/ALDH1L1,4,230,LIHC,TG_ORA,0.444015444015444
ROESSLER_LIVER_CANCER_METASTASIS_UP,ROESSLER_LIVER_CANCER_METASTASIS_UP,22/2959,106/14741,0.207547169811321,1.03394823595427,0.175786490784435,0.468893042888566,0.99996726826569,0.940834881542399,ABL2/ALDH3B1/ASPH/ATF2/BASP1/ENO2/GCNT2/GYS1/HOXB13/JOSD1/KHK/PDK1/PITX2/PLA2G6/RAD50/STOML1/UNC119B/YES1/NR1D2/EPB42/KMT5B/NEMP1,22,242,LIHC,TG_ORA,0.4671814671814672
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5,23/2959,111/14741,0.207207207207207,1.03225462705017,0.170939750652777,0.469947081379295,0.99996726826569,0.940834881542399,APC2/AQR/CHST6/FZD3/GLIPR2/HLA-DOB/ITSN1/KCND3/LDLRAD4/MLPH/OPRD1/PI15/RAB3IL1/RHOH/RUNX1/SLC1A3/SLFN12/SOWAHA/TCF3/TNFRSF13C/MARK4/ZNF474/CLGN,23,243,LIHC,TG_ORA,0.4691119691119691
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN,ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN,45/2959,222/14741,0.202702702702703,1.00981430907081,0.0738379414470947,0.497679857277107,0.99996726826569,0.940834881542399,ANKRD12/CDKN2A/CHD9/CHST15/COL27A1/CPLX2/DTNA/EIF3C/FAM227B/GRIK2/IGSF3/KATNAL2/KCNC4/KIAA1143/MBTPS2/NBPF14/NBPF1/NCLN/NUCB2/PCDH11Y/PDE4DIP/PNCK/POLR3H/RALY/RUNX1/SCUBE1/TUB/YAP1/ZDHHC11/ZFHX3/ZNF461/KIF15/FRG1BP/H2AC8/H2BC5/H2BC6/H2BC7/H2BC10/H2BC11/H4C3/H4C5/H4C15/NBPF15/MTCL2/NSD2,45,248,LIHC,TG_ORA,0.47876447876447875
FUJIWARA_PARK2_IN_LIVER_CANCER_UP,FUJIWARA_PARK2_IN_LIVER_CANCER_UP,2/2959,8/14741,0.25,1.245437647854,0.347978406048784,0.498872897829221,0.99996726826569,0.940834881542399,BAX/TNFRSF12A,2,249,LIHC,TG_ORA,0.4806949806949807
BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN,BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN,6/2959,28/14741,0.214285714285714,1.06751798387486,0.179208901962711,0.503449608952051,0.99996726826569,0.940834881542399,ARHGDIB/DAB2/PTGER4/RAB31/STAT1/CELF2,6,255,LIHC,TG_ORA,0.4922779922779923
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,11/2959,53/14741,0.207547169811321,1.03394823595427,0.124075356027294,0.505248927264272,0.99996726826569,0.940834881542399,AHCY/GNAS/PHF20/POLR2E/RPL13A/RPL28/RPL9/RPS12/XK/PEG3/XPO7,11,256,LIHC,TG_ORA,0.4942084942084942
LEE_LIVER_CANCER_MYC_UP,LEE_LIVER_CANCER_MYC_UP,11/2959,54/14741,0.203703703703704,1.01480104639956,0.0546052585405519,0.532499474430006,0.99996726826569,0.940834881542399,HMGCS1/MAT2A/PLAT/RPL13A/RPL28/RPL36/RPS16/SLC1A2/TPR/SNTB1/RPLP2,11,263,LIHC,TG_ORA,0.5077220077220077
WOO_LIVER_CANCER_RECURRENCE_UP,WOO_LIVER_CANCER_RECURRENCE_UP,21/2959,105/14741,0.2,0.996350118283204,-0.0188093572251165,0.546626187181441,0.99996726826569,0.940834881542399,ARHGEF2/CRYAB/DAB2/DDR1/E2F3/ENO2/EXT1/GPC4/HK2/LPCAT1/MEF2C/MYO6/PFKM/PLCE1/QSOX1/SLIT2/TPM2/TSPAN3/ZEB2/LAMA5/TEAD4,21,270,LIHC,TG_ORA,0.5212355212355212
BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN,BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN,4/2959,19/14741,0.210526315789474,1.04878959819285,0.106642999162871,0.548194698654662,0.99996726826569,0.940834881542399,CMTM6/LDLR/TNFSF10/NUP98,4,271,LIHC,TG_ORA,0.5231660231660231
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP,MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP,3/2959,14/14741,0.214285714285714,1.06751798387486,0.126659583359689,0.554771586552878,0.99996726826569,0.940834881542399,CDKN3/TYMS/XPOT,3,278,LIHC,TG_ORA,0.5366795366795367
LEE_LIVER_CANCER_DENA_UP,LEE_LIVER_CANCER_DENA_UP,12/2959,60/14741,0.2,0.996350118283204,-0.0141967296250104,0.557210117718808,0.99996726826569,0.940834881542399,BCL2A1/CTSS/KIF11/LEPR/PEA15/PLAT/PPBP/RPL36/TLR1/VCAM1/LAMA5/VNN3P,12,280,LIHC,TG_ORA,0.5405405405405406
YAMASHITA_LIVER_CANCER_STEM_CELL_DN,YAMASHITA_LIVER_CANCER_STEM_CELL_DN,15/2959,76/14741,0.197368421052632,0.983240248305793,-0.0734082815586983,0.575065477949707,0.99996726826569,0.940834881542399,C1R/CDKN2A/CYP1A2/CYP3A7/F11/F9/FKBP5/GADD45B/HNF4A/MAP2K2/NQO2/PPARGC1A/SERPINC1/SLC10A1/ALDH1L1,15,282,LIHC,TG_ORA,0.5444015444015444
IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP,IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP,4/2959,20/14741,0.2,0.996350118283204,-0.00818534232283084,0.591862666465511,0.99996726826569,0.940834881542399,C1R/IGFBP4/MT1F/ORM1,4,286,LIHC,TG_ORA,0.5521235521235521
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP,HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP,12/2959,62/14741,0.193548387096774,0.964209791886971,-0.141521866706642,0.606721992704618,0.99996726826569,0.940834881542399,AKAP13/CYP3A7/FAM13A/GPX2/HSPA1B/KMT2A/PSMB9/RALY/SH3YL1/STAT1/TACC1/H2BC7,12,298,LIHC,TG_ORA,0.5752895752895753
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP,CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP,5/2959,26/14741,0.192307692307692,0.958028959887696,-0.107341581052338,0.620376849381963,0.99996726826569,0.940834881542399,KCNT2/NNMT/SLC38A4/STAT1/APOF,5,300,LIHC,TG_ORA,0.5791505791505791
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4,56/2959,288/14741,0.194444444444444,0.96867372610867,-0.269052912970686,0.629529547538684,0.99996726826569,0.940834881542399,ABCC6/ABHD15/ABI3BP/AHCY/CES3/CHST15/CLPX/CNGA2/CORIN/CRYAB/CWC15/DPH7/GHR/GPX1/HCFC1R1/ID4/KCNK5/L2HGDH/MKRN1/MPDZ/MSI2/NDUFB9/NTN1/OLIG1/PAICS/PDK1/PRKAG2/PRLR/PTPRD/QDPR/RECK/RNF19B/S100A1/SAFB2/SARDH/SCNN1A/SERPINB1/SHROOM1/SIRT3/SLC10A1/SLC22A7/SLC25A51/SLC47A1/SOCS7/SRR/STARD5/TERF2IP/TMEM63A/TSPYL4/ZEB2/RGS5/CELF2/SPDEF/CLEC3B/DENND2B/KMT5B,56,306,LIHC,TG_ORA,0.5907335907335908
BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN,BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN,10/2959,53/14741,0.188679245283019,0.939952941776607,-0.219462364333025,0.640974948549555,0.99996726826569,0.940834881542399,ACADVL/ALDH5A1/APLNR/GGCX/GIMAP5/GPLD1/MAT2A/SARDH/SMARCA2/SORBS2,10,311,LIHC,TG_ORA,0.6003861003861004
WANG_RECURRENT_LIVER_CANCER_DN,WANG_RECURRENT_LIVER_CANCER_DN,3/2959,16/14741,0.1875,0.934078235890504,-0.132212609055486,0.650982928071823,0.99996726826569,0.940834881542399,CDC42SE1/PGGT1B/ETS2,3,314,LIHC,TG_ORA,0.6061776061776062
IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP,IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP,5/2959,27/14741,0.185185185185185,0.922546405817781,-0.201869076888801,0.655639555175891,0.99996726826569,0.940834881542399,BNIP3/GPLD1/PAH/TIMM17A/SELENOP,5,318,LIHC,TG_ORA,0.6138996138996139
BORLAK_LIVER_CANCER_EGF_UP,BORLAK_LIVER_CANCER_EGF_UP,10/2959,54/14741,0.185185185185185,0.922546405817781,-0.285748278942018,0.665628465394906,0.99996726826569,0.940834881542399,ACOT9/ALCAM/ATF3/DDR1/TGFA/TGIF1/TLR6/TWF2/ETS2/AEBP1,10,320,LIHC,TG_ORA,0.6177606177606177
HOSHIDA_LIVER_CANCER_SUBCLASS_S3,HOSHIDA_LIVER_CANCER_SUBCLASS_S3,51/2959,266/14741,0.191729323308271,0.955147669782771,-0.369937415541976,0.668253578109011,0.99996726826569,0.940834881542399,ABCC6/ACADVL/ACO1/ALDH1B1/ALDH3A2/ARSA/BDH1/BPHL/BTD/C1R/C1S/CYP3A7/DCAF8/EGFR/EHHADH/F11/FANCA/GHR/GPX2/IL13RA1/INSR/IQGAP2/LONP1/LPIN2/MTHFD1/NDUFV2/NFIB/NFIC/NNMT/PAH/PCK1/PKLR/PPP2R1B/QDPR/RHOB/SERPINC1/SHB/SLC10A1/SLC23A2/SLCO2A1/SMARCA2/SOD2/SRD5A1/TMBIM6/ZNF160/CRYM/ETS2/SORL1/RGN/ATP5F1D/SELENOP,51,321,LIHC,TG_ORA,0.6196911196911197
KIM_LIVER_CANCER_POOR_SURVIVAL_UP,KIM_LIVER_CANCER_POOR_SURVIVAL_UP,4/2959,22/14741,0.181818181818182,0.905772834802913,-0.22164606659423,0.671212576423264,0.99996726826569,0.940834881542399,CTSC/PFKFB3/TM4SF1/TSPAN3,4,322,LIHC,TG_ORA,0.6216216216216216
LEE_LIVER_CANCER_ACOX1_UP,LEE_LIVER_CANCER_ACOX1_UP,12/2959,65/14741,0.184615384615385,0.919707801492188,-0.325115662017939,0.675662741016422,0.99996726826569,0.940834881542399,EDN1/EHHADH/GIPC2/GPX4/NQO1/PLAT/PLIN2/QPCT/RPL36/SORBS2/ETS2/VNN3P,12,330,LIHC,TG_ORA,0.637065637065637
LEE_LIVER_CANCER_MYC_TGFA_DN,LEE_LIVER_CANCER_MYC_TGFA_DN,12/2959,65/14741,0.184615384615385,0.919707801492188,-0.325115662017939,0.675662741016422,0.99996726826569,0.940834881542399,ABCG2/EGFR/HLA-DMA/IGFALS/KHK/KLF15/MMD/ORM1/PCK1/PTP4A3/SLC25A22/RGN,12,330,LIHC,TG_ORA,0.637065637065637
LEE_LIVER_CANCER_MYC_E2F1_UP,LEE_LIVER_CANCER_MYC_E2F1_UP,10/2959,56/14741,0.178571428571429,0.889598319895718,-0.41480543279142,0.71186577065965,0.99996726826569,0.940834881542399,BCL2A1/CD72/CTSS/NUCB2/PLAT/PPL/TPR/UNC13B/LAMA5/ROCK1,10,338,LIHC,TG_ORA,0.6525096525096525
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,10/2959,56/14741,0.178571428571429,0.889598319895718,-0.41480543279142,0.71186577065965,0.99996726826569,0.940834881542399,BIRC5/BRCA1/CASP3/HNF1A/MAPK14/PTPN11/RAC1/TGFBR1/UCHL1/VAV2,10,338,LIHC,TG_ORA,0.6525096525096525
BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN,BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN,9/2959,51/14741,0.176470588235294,0.879132457308709,-0.433306893229205,0.72081043596831,0.99996726826569,0.940834881542399,ASPA/FAS/FGA/FYN/GRHPR/MTHFD1/RCL1/SEC14L2/RGN,9,341,LIHC,TG_ORA,0.6583011583011583
BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP,BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP,2/2959,12/14741,0.166666666666667,0.830291765236003,-0.294726117595241,0.727308778484908,0.99996726826569,0.940834881542399,CPPED1/NEDD4,2,343,LIHC,TG_ORA,0.6621621621621622
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP,IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP,2/2959,12/14741,0.166666666666667,0.830291765236003,-0.294726117595241,0.727308778484908,0.99996726826569,0.940834881542399,LYRM9/STAT1,2,343,LIHC,TG_ORA,0.6621621621621622
ANDERSEN_LIVER_CANCER_KRT19_UP,ANDERSEN_LIVER_CANCER_KRT19_UP,6/2959,35/14741,0.17142857142857101,0.854014387099889,-0.433319780043757,0.731723359870364,0.99996726826569,0.940834881542399,KHDRBS1/RPL13A/RPL27A/RPL9/RPS12/YWHAQ,6,346,LIHC,TG_ORA,0.667953667953668
LIU_LIVER_CANCER,LIU_LIVER_CANCER,6/2959,35/14741,0.17142857142857101,0.854014387099889,-0.433319780043757,0.731723359870364,0.99996726826569,0.940834881542399,DDR2/DDX31/IRF6/SFXN2/ZFPM1/THRA,6,346,LIHC,TG_ORA,0.667953667953668
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN,KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN,1/2959,6/14741,0.166666666666667,0.830291765236003,-0.20836040185729,0.739359791408702,0.99996726826569,0.940834881542399,IGF2R,1,350,LIHC,TG_ORA,0.6756756756756757
LEE_LIVER_CANCER_E2F1_UP,LEE_LIVER_CANCER_E2F1_UP,11/2959,63/14741,0.174603174603175,0.869829468342479,-0.518873184513112,0.744972667939614,0.99996726826569,0.940834881542399,BCL2A1/CTSS/LEPR/NUCB2/PLAT/PPL/RHOB/RPL36/ETS2/TUBB2A/JCAD,11,357,LIHC,TG_ORA,0.6891891891891891
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP,BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP,8/2959,47/14741,0.170212765957447,0.847957547475067,-0.523185251425555,0.753740116773679,0.99996726826569,0.940834881542399,CAPRIN1/GINS1/MAP4K3/PEG10/PLCB1/PNMA1/SHC1/SNRPD1,8,359,LIHC,TG_ORA,0.693050193050193
YAMASHITA_LIVER_CANCER_STEM_CELL_UP,YAMASHITA_LIVER_CANCER_STEM_CELL_UP,8/2959,47/14741,0.170212765957447,0.847957547475067,-0.523185251425555,0.753740116773679,0.99996726826569,0.940834881542399,CDKN2A/DDR1/FGFR3/HNF4A/MAP2K2/MERTK/PLCB1/SEMA4G,8,359,LIHC,TG_ORA,0.693050193050193
BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP,BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP,9/2959,53/14741,0.169811320754717,0.845957647598947,-0.563000084693344,0.763724391066344,0.99996726826569,0.940834881542399,DBF4/OIP5/RRM1/TFRC/TYMS/XK/DNAJC6/BLTP2/LYSET,9,363,LIHC,TG_ORA,0.7007722007722008
ANDERSEN_LIVER_CANCER_KRT19_DN,ANDERSEN_LIVER_CANCER_KRT19_DN,13/2959,75/14741,0.173333333333333,0.863503435845443,-0.593893026900535,0.765764027789291,0.99996726826569,0.940834881542399,ABCC6/AK3/AMACR/ARMC5/GPX2/GRHPR/KHK/PCYOX1/PKLR/SLC22A7/SLC25A25/UGT2B10/PDE2A,13,366,LIHC,TG_ORA,0.7065637065637066
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN,CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN,4/2959,25/14741,0.16,0.797080094626563,-0.508875428423814,0.768959378949427,0.99996726826569,0.940834881542399,CARD6/GPX2/PHACTR2/SERPINB1,4,369,LIHC,TG_ORA,0.7123552123552124
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_DN,HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_DN,12/2959,70/14741,0.17142857142857101,0.854014387099889,-0.613537248192739,0.773475680072559,0.99996726826569,0.940834881542399,ACP2/FDX1/GAB1/INSM1/PPP1R1A/SULT1A1/TESK1/TMEM11/USP14/ZBTB5/THRB/ATP5F1D,12,371,LIHC,TG_ORA,0.7162162162162162
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN,ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN,21/2959,119/14741,0.176470588235294,0.879132457308709,-0.663424489287868,0.779141217321466,0.99996726826569,0.940834881542399,BTBD7/BTBD8/CCL28/GFPT1/HMGN4/HOXA13/KDM5B/KITLG/MYBL1/SPATS2/UBE2Q2/VSTM1/ZNF385B/KIF15/CFAP69/H2AC8/H2BC11/H4C3/H4C5/H4C15/BCLAF3,21,372,LIHC,TG_ORA,0.7181467181467182
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN,CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN,32/2959,179/14741,0.17877094972067,0.890592284498953,-0.738032806289144,0.795688822570267,0.99996726826569,0.940834881542399,ALDH3A2/ALDH5A1/AR/BTD/CMBL/CYP1A2/CYP4A22/EHHADH/GNE/GPLD1/GRHPR/HNF4A/MPDZ/MTHFD1/MYRIP/PCK1/POR/RCL1/RHOB/RUNDC3B/SCP2/SEC14L2/SERPINC1/SLC10A1/SLC38A4/SMIM14/SORBS2/SRD5A1/WNK3/ALDH1L1/RGN/SELENOO,32,378,LIHC,TG_ORA,0.7297297297297297
WP_NCRNAS_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,WP_NCRNAS_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,15/2959,89/14741,0.168539325842697,0.839620886193711,-0.760512003084866,0.812792156986105,0.99996726826569,0.940834881542399,CSNK1A1/CSNK2A1/CSNK2A2/CTBP1/ELAVL1/FRAT1/FZD3/FZD8/KREMEN1/NKD2/NLK/TCF7/WNT7B/WNT2B/CTNNBIP1,15,387,LIHC,TG_ORA,0.747104247104247
