pathway,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,p_value,padj,qvalue,geneID,Count,rank,cancer,method,relative_rank
VANTVEER_BREAST_CANCER_METASTASIS_DN,VANTVEER_BREAST_CANCER_METASTASIS_DN,24/3166,109/14741,0.220183486238532,1.02518154473854,0.138002663302661,0.482857505385354,0.999558866848306,0.951384926703772,ADM/AGFG1/BIRC5/BNIP3/CA9/CDC25B/CENPN/CTPS1/DEGS1/EXT1/INTS7/KIF14/LPCAT1/MELK/MTMR2/OXCT1/SERF1A/TFRC/TK1/TRIP13/TSPYL5/UCHL5/PIMREG/PALM2AKAP2,24,250,BRCA,TG_ORA,0.4789272030651341
NABA_MATRISOME_POORLY_METASTATIC_BREAST_CANCER_TUMOR_CELL_DERIVED,NABA_MATRISOME_POORLY_METASTATIC_BREAST_CANCER_TUMOR_CELL_DERIVED,3/3166,12/14741,0.25,1.16400821225521,0.297244127881477,0.493452604823743,0.999558866848306,0.951384926703772,COL26A1/PLAT/S100A16,3,252,BRCA,TG_ORA,0.4827586206896552
HOLLERN_ADENOMYOEPITHELIAL_BREAST_TUMOR,HOLLERN_ADENOMYOEPITHELIAL_BREAST_TUMOR,4/3166,17/14741,0.235294117647059,1.09553714094608,0.206123493195606,0.51227333712584,0.999558866848306,0.951384926703772,GABBR1/MEF2C/FRYL/CNN1,4,259,BRCA,TG_ORA,0.49616858237547895
HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2,HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2,4/3166,17/14741,0.235294117647059,1.09553714094608,0.206123493195606,0.51227333712584,0.999558866848306,0.951384926703772,BIRC5/EGFR/RAD50/SKP2,4,259,BRCA,TG_ORA,0.49616858237547895
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP,SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP,9/3166,41/14741,0.219512195121951,1.02205599124848,0.0739611301913752,0.531854289704549,0.999558866848306,0.951384926703772,CENPN/CHST3/DLX5/EGFR/IMPA2/KCNK5/LDHB/PRKX/ST8SIA1,9,264,BRCA,TG_ORA,0.5057471264367817
GOCC_BRCA1_A_COMPLEX,GOCC_BRCA1_A_COMPLEX,2/3166,8/14741,0.25,1.16400821225521,0.242665865593773,0.539268705356569,0.999558866848306,0.951384926703772,BRCA1/MPND,2,266,BRCA,TG_ORA,0.5095785440613027
WP_GLUCOSE_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,WP_GLUCOSE_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,2/3166,8/14741,0.25,1.16400821225521,0.242665865593773,0.539268705356569,0.999558866848306,0.951384926703772,PDK1/SLC2A1,2,266,BRCA,TG_ORA,0.5095785440613027
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN,SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN,7/3166,32/14741,0.21875,1.01850718572331,0.0548109709646293,0.547492543198642,0.999558866848306,0.951384926703772,CCL18/CHAC1/FRMPD1/GABBR1/PEG10/SIX1/SRD5A1,7,270,BRCA,TG_ORA,0.5172413793103449
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_DN,WANG_METASTASIS_OF_BREAST_CANCER_ESR1_DN,7/3166,32/14741,0.21875,1.01850718572331,0.0548109709646293,0.547492543198642,0.999558866848306,0.951384926703772,ABLIM1/ACACB/AP2A2/BICD1/CNKSR1/MMP23B/NEURL1,7,270,BRCA,TG_ORA,0.5172413793103449
LIEN_BREAST_CARCINOMA_METAPLASTIC,LIEN_BREAST_CARCINOMA_METAPLASTIC,7/3166,33/14741,0.212121212121212,0.987643331610483,-0.0371642393473315,0.583091310180473,0.999558866848306,0.951384926703772,PDGFRA/PKD2/MXRA8/ADAMTS5/COL16A1/RUNX1T1/POSTN,7,281,BRCA,TG_ORA,0.5383141762452107
ZHANG_BREAST_CANCER_PROGENITORS_DN,ZHANG_BREAST_CANCER_PROGENITORS_DN,29/3166,138/14741,0.210144927536232,0.978441685663801,-0.133069032028978,0.586500632371631,0.999558866848306,0.951384926703772,APH1A/ARMC8/ARRDC1/BPHL/CACNG7/DDR2/MXD4/NXPH3/OSBP/PPL/PPP1R13L/RANBP1/RNF166/S100A1/SCNN1A/SEC61A2/SOCS3/SRR/VAT1/ZNF398/CSF1R/MTMR11/LAMA5/TIRAP/DCAF6/A2M/COPG1/AEBP1/ANTKMT,29,283,BRCA,TG_ORA,0.5421455938697318
WP_CYCLINDEPENDENT_KINASE_46_INHIBITORS_IN_BREAST_CANCER,WP_CYCLINDEPENDENT_KINASE_46_INHIBITORS_IN_BREAST_CANCER,8/3166,38/14741,0.210526315789474,0.980217441899126,-0.0638579491615576,0.589077369702457,0.999558866848306,0.951384926703772,CYP19A1/EGFR/HRAS/INS/PIK3C2B/PIK3CG/RPTOR/MTOR,8,284,BRCA,TG_ORA,0.5440613026819924
SMID_BREAST_CANCER_BASAL_UP,SMID_BREAST_CANCER_BASAL_UP,140/3166,662/14741,0.211480362537764,0.984659514898668,-0.211215546212832,0.599391713140171,0.999558866848306,0.951384926703772,ACP1/ADD2/ADM/ADORA2B/AK2/ARPC4/BAG2/BCL2A1/BIRC5/CA9/CACNA1A/CALML5/CALU/CCL18/CD38/CDC25A/CDH19/CDKAL1/CDKN2A/CDYL/CENPN/CHAC1/CHAF1A/CHST3/CLIC4/CRYAB/CXCL5/DLX5/DNM3/DYNC1I1/E2F3/EDN1/EGFR/ELF5/EMC1/FANCA/FOXC1/FXYD5/GABBR1/GABRP/GJC1/GLDC/GPM6B/HAPLN1/HPSE/ID4/IGF2BP2/IL12RB2/IMPA2/KCNK5/KLHL7/LDHB/LMO4/LZTS3/MCOLN3/MELK/MET/MID1/MOB3B/MSH6/MTAP/MTMR2/MYBL1/MYO10/NFE2L3/NFIB/NPR3/NR6A1/NUDT1/NUP93/NXN/OGFRL1/PADI2/PAK1IP1/PDGFRA/PDK1/PDZK1IP1/PEG10/PEG3/PKP1/PLA2G4A/PLCH1/PLIN2/PML/PRKD3/PRKX/PTK7/PTP4A3/PVR/QKI/RAB23/RAP2A/RASA2/RMND5A/S100A1/SIGMAR1/SKP2/SOCS3/SOD2/SPIB/SRD5A1/ST8SIA1/TM4SF1/TMCC2/TNFRSF11B/TP53/TPM2/TREM1/TRIP13/TSPYL5/TUBB2B/TYMS/UCHL1/UCK2/UGT8/VASH2/VLDLR/YES1/IL27RA/IDO1/SUSD5/CSPG4/SNTB1/DNAH17/DENND2A/CCL5/ANGPTL4/PXDN/TUBB2A/IFIH1/IFRD1/NCAN/THEMIS2/EPHB3/MLLT11/CHI3L2/PALS2/HACD1/NSD2/MACROH2A2,140,286,BRCA,TG_ORA,0.5478927203065134
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP,TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP,20/3166,96/14741,0.208333333333333,0.97000684354601,-0.154190209540279,0.601316616104067,0.999558866848306,0.951384926703772,CLIC6/CYP4X1/DST/EGFR/ELF5/FBXO3/GABRP/GPM6B/ID4/KBTBD7/MYBPC1/MYH11/STC2/TM4SF18/TOM1L1/TULP4/ADAMTS5/CNN1/SORL1/THRB,20,287,BRCA,TG_ORA,0.5498084291187739
FARMER_BREAST_CANCER_CLUSTER_5,FARMER_BREAST_CANCER_CLUSTER_5,4/3166,19/14741,0.210526315789474,0.980217441899126,-0.0451252416773354,0.607540657698723,0.999558866848306,0.951384926703772,PPM1D/RPS6KB1/TUBD1/VMP1,4,292,BRCA,TG_ORA,0.5593869731800766
SMID_BREAST_CANCER_BASAL_DN,SMID_BREAST_CANCER_BASAL_DN,148/3166,701/14741,0.211126961483595,0.983014067981577,-0.240995278371664,0.610504201623335,0.999558866848306,0.951384926703772,ABCA3/ABCC6/ACACA/ACACB/ADH1B/AHNAK/ALCAM/APBB2/AQR/AR/ARHGAP32/ARL3/ASPA/ASPH/ASTN2/ATP8A1/BMPR1B/CACNA2D2/CBFA2T3/CCDC170/CEACAM5/CEACAM6/CELSR1/CFD/COMP/COQ7/CRIP2/DCAF10/DCLK1/DLG3/ELOVL2/EXOC7/F13A1/FBXL7/FGFR3/GPRC5A/GREB1/GREB1L/HCFC1R1/HEATR6/HEBP1/HGF/HOXB2/IFT122/IFT140/IGFBP4/IL33/INPP4B/IQGAP2/ITPR1/KCND3/KDM4B/KIF13B/LDLRAD4/LRRC17/MAK/MAN1C1/MAPT/MCCC2/METRN/MISP/MKNK2/MLPH/MRPS30/MSL1/MYH11/NQO1/NUCB2/PCDHA9/PCK1/PCLO/PIEZO2/PLAT/PLCL1/PNPLA2/PRLR/QDPR/RAB26/RABEP1/RASSF1/RBM19/RBM47/RBP4/REEP5/RGS5/RHOB/RHOH/SCNN1A/SEC14L2/SEMA3G/SGSH/SIGIRR/SIX1/SLC1A1/SLC4A8/SLC9A1/SMPD3/SNPH/SPAG16/SSTR2/STC2/SYTL2/TBC1D19/TBC1D30/TJP3/TM7SF2/TMEM30B/TNFSF10/TOM1L1/TRIM36/TSKU/UGT2B11/WIPF2/XRCC4/ZNF329/ZNF552/ZNF587/ZNF652/NCOA3/CCNO/ZNF839/MED24/AGTR1/JMJD7-PLA2G4B/GATA3/UCP2/SREBF1/ERBB3/EVA1B/RHBDL1/SORL1/CLGN/PDS5B/SLC6A4/CLEC3B/SPDEF/MON2/PGGHG/CFAP69/FCMR/RETREG1/PATJ/TESMIN/SELENOP/SEPTIN8/CCN5/FAM234B/ADGRB2,148,295,BRCA,TG_ORA,0.5651340996168582
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP,SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP,32/3166,154/14741,0.207792207792208,0.967487345251085,-0.212116034018317,0.615559898745696,0.999558866848306,0.951384926703772,BIRC5/BLM/CCT5/CDC25A/CDKN3/CENPN/E2F1/GINS1/KIF11/KIF14/KIF2C/MELK/NCAPG2/NCAPG/NUDT1/NUP93/OIP5/PARPBP/PLK1/POLR2K/RACGAP1/TIMELESS/TRIP13/TROAP/TXNRD1/XPOT/ZWINT/POLQ/KIF15/PIMREG/JPT1/ELOC,32,296,BRCA,TG_ORA,0.5670498084291188
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN,TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN,19/3166,92/14741,0.206521739130435,0.961572001428218,-0.193366567150935,0.617399305027023,0.999558866848306,0.951384926703772,CCL28/CDC37L1/CLIC6/CYP4X1/DST/ELF5/ENTPD5/GABRP/HNRNPLL/ID4/MRPS25/MYBPC1/PTGER4/SNTB2/STC2/TM4SF18/ZNF398/CNN1/SORL1,19,297,BRCA,TG_ORA,0.5689655172413793
HOLLERN_SOLID_NODULAR_BREAST_TUMOR_DN,HOLLERN_SOLID_NODULAR_BREAST_TUMOR_DN,6/3166,30/14741,0.2,0.931206569804169,-0.197255986161827,0.64893892471883,0.999558866848306,0.951384926703772,IFITM1/IGFBP4/PTPRS/RBMS3/TSPAN11/VASH2,6,301,BRCA,TG_ORA,0.5766283524904214
BRAUNE_GEIST_20_GENE_NOTCH_SIG_BREAST_CANCER,BRAUNE_GEIST_20_GENE_NOTCH_SIG_BREAST_CANCER,4/3166,20/14741,0.2,0.931206569804169,-0.161004125205875,0.650636652593492,0.999558866848306,0.951384926703772,HEYL/NPR3/NRARP/PLAT,4,303,BRCA,TG_ORA,0.5804597701149425
WANG_METASTASIS_OF_BREAST_CANCER,WANG_METASTASIS_OF_BREAST_CANCER,3/3166,15/14741,0.2,0.931206569804169,-0.139409989192483,0.655406348398914,0.999558866848306,0.951384926703772,ACOT11/CEP57/TNFSF10,3,306,BRCA,TG_ORA,0.5862068965517241
SMID_BREAST_CANCER_ERBB2_UP,SMID_BREAST_CANCER_ERBB2_UP,31/3166,152/14741,0.203947368421053,0.949585646839778,-0.326743478611029,0.659289099117961,0.999558866848306,0.951384926703772,ABCC6/ALCAM/AQP3/AR/ASPH/ASS1/C2orf72/CEACAM6/IGF2R/IL13RA1/LDLR/LPCAT3/MMP15/NQO1/NVL/PPP1R10/PRMT7/SCNN1A/SLC37A1/SNPH/TM7SF2/TRAF4/TSKU/UGT2B11/WIPF2/NCOA3/MED24/UCP2/FFAR2/BLTP2/SEPTIN8,31,309,BRCA,TG_ORA,0.5919540229885057
NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON,NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON,15/3166,75/14741,0.2,0.931206569804169,-0.312367220691479,0.666910742093781,0.999558866848306,0.951384926703772,ANKIB1/CYP3A5/CYP3A7/DLX5/DYNC1I1/GJC3/PEG10/ZNF655/ZSCAN25/ZNF394/KRIT1/CFAP69/VPS50/MTERF1/SEM1,15,312,BRCA,TG_ORA,0.5977011494252874
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN,SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN,2/3166,10/14741,0.2,0.931206569804169,-0.113808460155509,0.667233505100312,0.999558866848306,0.951384926703772,ELOVL2/STC2,2,313,BRCA,TG_ORA,0.5996168582375478
LANDIS_BREAST_CANCER_PROGRESSION_UP,LANDIS_BREAST_CANCER_PROGRESSION_UP,9/3166,46/14741,0.195652173913043,0.91096294872147,-0.316306842187777,0.680449005101787,0.999558866848306,0.951384926703772,DAP/FXYD3/GOLPH3/IRF6/LITAF/NUCB2/SOX4/SS18L2/RETREG1,9,315,BRCA,TG_ORA,0.603448275862069
NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON,NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON,6/3166,31/14741,0.193548387096774,0.901167648197583,-0.288082805413515,0.682126432161551,0.999558866848306,0.951384926703772,CPNE1/GGT7/NCOA6/NFS1/RBM12/DLGAP4,6,318,BRCA,TG_ORA,0.6091954022988506
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP,GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP,22/3166,110/14741,0.2,0.931206569804169,-0.37874769589597,0.68377218169294,0.999558866848306,0.951384926703772,ADD1/CFD/DIXDC1/DNAJC21/F2R/KCTD20/MAPT/MTG2/PARD6B/RHOBTB3/SMIM14/STX16/TPR/ZNF148/ZNF552/ZNF587/NCOA3/PRRC1/SERINC3/POSTN/DMAC2L/CAVIN2,22,320,BRCA,TG_ORA,0.6130268199233716
WP_TARGETED_THERAPY_IN_BREAST_CANCER,WP_TARGETED_THERAPY_IN_BREAST_CANCER,5/3166,26/14741,0.192307692307692,0.895390932504009,-0.279202671012948,0.685053049475935,0.999558866848306,0.951384926703772,EGFR/HRAS/PIK3C2B/PIK3CG/ERBB3,5,321,BRCA,TG_ORA,0.6149425287356322
MACLACHLAN_BRCA1_TARGETS_UP,MACLACHLAN_BRCA1_TARGETS_UP,4/3166,21/14741,0.19047619047619,0.886863399813495,-0.271332966721225,0.690447455487208,0.999558866848306,0.951384926703772,CDC34/IGFBP4/MET/TIMP2,4,324,BRCA,TG_ORA,0.6206896551724138
DOANE_BREAST_CANCER_ESR1_UP,DOANE_BREAST_CANCER_ESR1_UP,22/3166,111/14741,0.198198198198198,0.922817321427555,-0.426877112170572,0.700921599355722,0.999558866848306,0.951384926703772,ALCAM/AR/BMPR1B/CCDC170/CELSR1/CFD/ELOVL2/GPRC5A/GREB1/IFT122/IFT74/INPP4B/MAPT/MLPH/RHOB/SCNN1A/SLC4A8/STC2/TJP3/GATA3/CLGN/SPDEF,22,331,BRCA,TG_ORA,0.6340996168582376
NIKOLSKY_BREAST_CANCER_19P13_AMPLICON,NIKOLSKY_BREAST_CANCER_19P13_AMPLICON,1/3166,5/14741,0.2,0.931206569804169,-0.0804610800301023,0.701537573743165,0.999558866848306,0.951384926703772,MYO9B,1,333,BRCA,TG_ORA,0.6379310344827587
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP,9/3166,47/14741,0.191489361702128,0.891580758323141,-0.389339954453443,0.706432178431708,0.999558866848306,0.951384926703772,DCLK1/DNAJC21/EDEM3/EPB41L3/FBN1/KPNA4/MBTPS2/VCAN/POSTN,9,337,BRCA,TG_ORA,0.6455938697318008
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN,JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN,8/3166,42/14741,0.19047619047619,0.886863399813495,-0.383996769957621,0.707659224448056,0.999558866848306,0.951384926703772,BMP6/CD83/GABRP/MAST1/PTPRM/RCL1/SUGP2/ZBTB14,8,340,BRCA,TG_ORA,0.6513409961685823
ONGUSAHA_BRCA1_TARGETS_DN,ONGUSAHA_BRCA1_TARGETS_DN,2/3166,11/14741,0.181818181818182,0.846551427094699,-0.266257297805218,0.719599208127415,0.999558866848306,0.951384926703772,SCEL/TPR,2,341,BRCA,TG_ORA,0.6532567049808429
NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON,NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON,4/3166,22/14741,0.181818181818182,0.846551427094699,-0.376685357563473,0.726916350628953,0.999558866848306,0.951384926703772,LRRC28/LYSMD4/ADAMTS17/LINS1,4,342,BRCA,TG_ORA,0.6551724137931034
YANG_BREAST_CANCER_ESR1_BULK_DN,YANG_BREAST_CANCER_ESR1_BULK_DN,4/3166,22/14741,0.181818181818182,0.846551427094699,-0.376685357563473,0.726916350628953,0.999558866848306,0.951384926703772,DSE/KCNK5/PLIN2/THEMIS2,4,342,BRCA,TG_ORA,0.6551724137931034
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,36/3166,181/14741,0.198895027624309,0.926061782125693,-0.52344526515606,0.726995178821104,0.999558866848306,0.951384926703772,AHNAK/AOC3/ATP13A4/BOC/CNN2/DDR2/HSPG2/LGR6/LMCD1/MMGT1/MPRIP/MTSS1/MXRA7/NPR3/PARVA/PPP1R1B/RGS4/RGS5/RIT1/RTN4/RUNX1/SH3PXD2A/SNX21/SPRED2/TGFB1I1/TPM2/ZNF426/MXRA8/SPEG/TAGLN/AOPEP/RFLNB/DIPK1B/H2AC6/H2AC8/PALM2AKAP2,36,344,BRCA,TG_ORA,0.6590038314176245
APRELIKOVA_BRCA1_TARGETS,APRELIKOVA_BRCA1_TARGETS,9/3166,48/14741,0.1875,0.873006159191409,-0.460884109648029,0.731017636168239,0.999558866848306,0.951384926703772,ACTC1/DNAJA1/EIF3C/PDIA3/PEG3/QKI/RIT1/TAGLN/SARS1,9,345,BRCA,TG_ORA,0.6609195402298851
NIKOLSKY_BREAST_CANCER_7P22_AMPLICON,NIKOLSKY_BREAST_CANCER_7P22_AMPLICON,7/3166,38/14741,0.184210526315789,0.857690261661735,-0.459374767897073,0.737041317857668,0.999558866848306,0.951384926703772,ADAP1/CYP2W1/IQCE/NUDT1/RADIL/SNX8/FAM20C,7,347,BRCA,TG_ORA,0.6647509578544061
NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON,NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON,3/3166,17/14741,0.176470588235294,0.821652855709561,-0.384787905714628,0.740601011830439,0.999558866848306,0.951384926703772,TUBGCP6/PLXNB2/SELENOO,3,349,BRCA,TG_ORA,0.6685823754789272
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,71/3166,352/14741,0.201704545454545,0.939142989433182,-0.604380352520834,0.746472454924526,0.999558866848306,0.951384926703772,ABCC4/ADCY7/ADORA3/ATP10D/AXL/C1R/C1S/CH25H/COL8A2/COLEC12/COMP/CTSS/DAB2/DNM3/DSE/EML1/EMP1/ENTPD1/F2R/FAS/FBN1/FKBP11/FTL/FXYD5/FYN/FZD2/GREM1/HLA-DMA/HLA-DMB/HPGDS/LDLRAD4/LMCD1/LRRC17/MAP1B/MAP4K4/MEF2C/MEIS2/MERTK/MXRA7/NNMT/NRP1/PARVA/PDGFRA/PKD2/PSMB9/PTPRM/QKI/RECK/RGS4/SGCD/SLC9A6/TACC1/TGFB1I1/TGFBR2/TP53I3/TRIM22/TUBB6/VCAN/XYLT1/MXRA8/CELF2/CCL5/JAM3/ELK3/COL16A1/ARHGEF40/AEBP1/NBL1/POSTN/JCAD/SEPTIN11,71,354,BRCA,TG_ORA,0.6781609195402298
BRCA1_DN.V1_UP,BRCA1_DN.V1_UP,26/3166,134/14741,0.194029850746269,0.903409358765239,-0.587422572628468,0.752559900760166,0.999558866848306,0.951384926703772,CCL27/CHD5/CHRNA6/DENND1C/KCNA2/MTMR8/MYBPC1/PRSS21/PTPRS/RHOH/SIX1/SLCO1A2/SMN1/TACR3/UPK1B/VAV1/ZNF682/ZNF780B/CDKL5/CHAT/CD3D/CFAP69/TENT5C/H2BC11/H3C6/P3H3,26,361,BRCA,TG_ORA,0.6915708812260536
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN,SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN,65/3166,324/14741,0.200617283950617,0.934080664155417,-0.627467991085403,0.754706322104086,0.999558866848306,0.951384926703772,ADD2/BAG2/C6orf62/CA9/CALU/CASK/CDH19/CDKAL1/CDKN2A/CDV3/CHST3/CLIC4/CRYAB/CXCL5/EDN1/EGFR/ELF5/FOXC1/FYN/GABRP/GAD2/GLDC/GPM6B/HAPLN1/HLA-DOB/ID4/IGF2BP2/IL12RB2/IMPA2/KCNK5/KLHL7/LDHB/LMO4/MSH6/MTAP/NFIB/PADI2/PDK1/PDZK1IP1/PEG10/PEG3/PKP1/PLA2G4A/PRKD3/PRKX/PTP4A3/QKI/RAB23/S100A1/SIGMAR1/SOD2/SPIB/SRD5A1/ST8SIA1/TM4SF1/TNFRSF11B/TP53/TUBB2B/UCHL1/NFYC/TUBB2A/EPHB3/CHI3L2/PALS2/NSD2,65,363,BRCA,TG_ORA,0.6954022988505747
SMID_BREAST_CANCER_NORMAL_LIKE_DN,SMID_BREAST_CANCER_NORMAL_LIKE_DN,1/3166,6/14741,0.166666666666667,0.776005474836808,-0.286999840773602,0.765661626507086,0.999558866848306,0.951384926703772,GPRC5A,1,368,BRCA,TG_ORA,0.7049808429118773
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP,SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP,1/3166,6/14741,0.166666666666667,0.776005474836808,-0.286999840773602,0.765661626507086,0.999558866848306,0.951384926703772,PPP1R1A,1,368,BRCA,TG_ORA,0.7049808429118773
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP,SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP,1/3166,6/14741,0.166666666666667,0.776005474836808,-0.286999840773602,0.765661626507086,0.999558866848306,0.951384926703772,SYNGR3,1,368,BRCA,TG_ORA,0.7049808429118773
NADERI_BREAST_CANCER_PROGNOSIS_DN,NADERI_BREAST_CANCER_PROGNOSIS_DN,3/3166,18/14741,0.166666666666667,0.776005474836808,-0.497300845027901,0.776456706577245,0.999558866848306,0.951384926703772,C1S/SSR2/IFT81,3,378,BRCA,TG_ORA,0.7241379310344828
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP,CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP,24/3166,126/14741,0.19047619047619,0.886863399813495,-0.667010520173984,0.778669299194294,0.999558866848306,0.951384926703772,DMKN/EMC10/FXYD3/HOOK2/IRF6/LITAF/MACC1/MBNL3/PDZK1IP1/PKP3/PPL/PRSS8/RNF144B/RTKN/S100A14/SCNN1A/SH3YL1/TC2N/TMEM30B/TMEM87A/ZFP36/SLC49A4/SUSD6/DMAC1,24,381,BRCA,TG_ORA,0.7298850574712644
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP,TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP,4/3166,24/14741,0.166666666666667,0.776005474836808,-0.574350596713217,0.790009541135108,0.999558866848306,0.951384926703772,EPB41L3/OSBPL10/SLC1A2/BPIFB1,4,383,BRCA,TG_ORA,0.7337164750957854
HOLLERN_MICROACINAR_BREAST_TUMOR_UP,HOLLERN_MICROACINAR_BREAST_TUMOR_UP,8/3166,46/14741,0.173913043478261,0.809744843307973,-0.675887250970842,0.80135550671141,0.999558866848306,0.951384926703772,GNE/IQGAP2/PPARGC1A/RAP1GAP/UPB1/SPDEF/FAM234B/MFSD4A,8,388,BRCA,TG_ORA,0.7432950191570882
NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON,NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON,8/3166,46/14741,0.173913043478261,0.809744843307973,-0.675887250970842,0.80135550671141,0.999558866848306,0.951384926703772,BEST3/CAND1/CTDSP2/DYRK2/OS9/TBK1/XPOT/METTL1,8,388,BRCA,TG_ORA,0.7432950191570882
HEDENFALK_BREAST_CANCER_BRACX_UP,HEDENFALK_BREAST_CANCER_BRACX_UP,3/3166,19/14741,0.157894736842105,0.735163081424344,-0.604109432908937,0.808128465741968,0.999558866848306,0.951384926703772,RPL15/UBA52/ATP5F1B,3,394,BRCA,TG_ORA,0.7547892720306514
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN,TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN,1/3166,7/14741,0.142857142857143,0.665147549860121,-0.463431836663811,0.816012172179198,0.999558866848306,0.951384926703772,MID1,1,397,BRCA,TG_ORA,0.7605363984674329
WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,1/3166,7/14741,0.142857142857143,0.665147549860121,-0.463431836663811,0.816012172179198,0.999558866848306,0.951384926703772,SLC2A1,1,397,BRCA,TG_ORA,0.7605363984674329
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP,13/3166,74/14741,0.175675675675676,0.817951716719879,-0.821061141967626,0.831902434104053,0.999558866848306,0.951384926703772,CCT5/EPB41L3/FBN1/INTS7/KCMF1/MCM9/MELK/PRR11/RACGAP1/TMEM107/UBE2D2/VCAN/TIGAR,13,406,BRCA,TG_ORA,0.7777777777777778
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN,ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN,4/3166,26/14741,0.153846153846154,0.716312746003207,-0.757164182266212,0.840839952712249,0.999558866848306,0.951384926703772,CDYL2/DNAJA2/LPCAT2/MYLK3,4,411,BRCA,TG_ORA,0.7873563218390804
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS,VANTVEER_BREAST_CANCER_POOR_PROGNOSIS,8/3166,49/14741,0.163265306122449,0.760168628411567,-0.879442133469799,0.855297638772612,0.999558866848306,0.951384926703772,EXT1/LPCAT1/MELK/OXCT1/SERF1A/TSPYL5/UCHL5/PALM2AKAP2,8,421,BRCA,TG_ORA,0.8065134099616859
