pathway,Description,setSize,enrichmentScore,NES,p_value,padj,qvalue,rank,leading_edge,core_enrichment,cancer,method,relative_rank
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP,LINDGREN_BLADDER_CANCER_CLUSTER_3_UP,96,0.618266690292863,2.83998609785792,1e-10,4.35833333333333e-9,3.7017543859649103e-9,1,"tags=51%, list=15%, signal=44%",KIF2C/ZWINT/CDC6/CENPA/PLK1/MELK/TK1/DBF4/TRIP13/CDC25A/KIF11/WDHD1/BIRC5/KIF14/CKS1B/BRCA1/H2BC5/CHAF1A/E2F1/RPA3/NCAPG2/AK2/RACGAP1/WDR53/NXT2/GGCT/TCF19/RRP1/BRIX1/CLPTM1L/GMNN/PSMC4/TFRC/XPOT/UCK2/POP4/PAK1IP1/NAA50/CSTF3/NEU1/TARS1/CENPN/PANK1/GCA/OTULIN/SMIM29/RAD1/C5orf22/ATP6V1C1,BLCA,TG_Score,0.0019120458891013384
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN,LINDGREN_BLADDER_CANCER_CLUSTER_1_DN,104,0.516083149967915,2.42184697565828,4.64797664677404e-10,1.86991675866371e-8,1.58821550197461e-8,13,"tags=38%, list=12%, signal=35%",KIF2C/ZWINT/CDC6/CENPA/PLK1/MELK/TK1/TRIP13/CDC25A/KIF11/WDHD1/JPT1/BIRC5/KIF14/CKS1B/BRCA1/CELSR3/E2F1/HDGF/NCAPG2/NUDT1/CDCA7/RACGAP1/TCF19/RRP1/GNL3L/PRSS8/TRIM11/ILF3/NSD2/TFRC/UCK2/MACROH2A1/SSR1/SNX5/PRRC1/NEU1/IDO1/CENPN/RBM28,BLCA,TG_Score,0.0248565965583174
LINDGREN_BLADDER_CANCER_CLUSTER_2B,LINDGREN_BLADDER_CANCER_CLUSTER_2B,82,-0.533476628464061,-1.97818334859421,4.25852201866933e-6,9.39751416948296e-5,7.9817872185203e-5,23,"tags=45%, list=21%, signal=36%",C1S/SON/TENT5C/GLIPR2/TIMP2/C1R/COL16A1/PCDH7/COLEC12/CCDC80/PALM2AKAP2/TMTC1/FYN/LMCD1/IL16/ENTPD1/PNMA1/TACC1/SOCS3/GPM6B/PITX2/RGS5/AKAP12/SYNPO/CH25H/CLIC4/GADD45B/DDR2/PDGFRA/TPM2/ABI3BP/EBF1/CELF2/DNAJB5/AOC3/COG8/JAM3,BLCA,TG_Score,0.04397705544933078
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN,LINDGREN_BLADDER_CANCER_CLUSTER_3_DN,59,-0.464018272163843,-1.63755467829712,0.00268482150162805,0.0255302117336631,0.0216841085873117,55,"tags=47%, list=30%, signal=34%",MED28/DGKH/FARP2/ARHGEF40/HMBOX1/SYTL2/AP1G2/ZNF655/JADE2/ZNF827/CDIP1/DPP8/DST/SH3PXD2A/ATXN7L1/ABCC4/ATXN1/RALGAPA1/AHNAK/ABLIM1/RFX2/CFLAR/TSPYL1/ARHGAP1/THSD4/DNAAF9/AKAP13/PDE4D,BLCA,TG_Score,0.10516252390057361
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN,LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN,34,-0.518516655352397,-1.64535088669771,0.0128081851938678,0.10305662855989,0.0875312413248939,65,"tags=53%, list=24%, signal=41%",TOX2/RIC1/SON/SETX/ARMC8/DUSP22/GNAQ/SELENOP/PNMA1/SOCS3/PER3/TMX4/AK1/CLIC4/RNF38/CELF2/AOC3/RHOB,BLCA,TG_Score,0.124282982791587
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER,WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER,13,-0.652726075125045,-1.65662864863481,0.0142655267784264,0.109706283185341,0.0931791315371112,68,"tags=54%, list=17%, signal=45%",PEG3/PTGER3/SELENOP/CNN1/MYH11/ZCCHC24/GCHFR,BLCA,TG_Score,0.13001912045889102
LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP,LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP,1,-0.981921979067555,-1.31884475346101,0.0277884824956562,0.17301638506224,0.146951624225149,84,"tags=100%, list=2%, signal=98%",NA,BLCA,TG_Score,0.16061185468451242
KEGG_BLADDER_CANCER,KEGG_BLADDER_CANCER,13,0.493801164494706,1.39766528007192,0.0952380952380952,0.353259034110098,0.300040882347713,139,"tags=54%, list=22%, signal=42%",E2F1/CDKN2A/E2F3/PGF/HRAS/MAP2K2/TP53,BLCA,TG_Score,0.26577437858508607
LINDGREN_BLADDER_CANCER_CLUSTER_1_UP,LINDGREN_BLADDER_CANCER_CLUSTER_1_UP,28,-0.449213707548302,-1.33772679245467,0.0980392156862745,0.359859016485523,0.305646583389133,142,"tags=50%, list=27%, signal=37%",FUBP3/RARA/PGAP4/ZCWPW1/BBX/RIC1/VPS13A/CDIP1/BRD3/LDLRAD4/GNPDA2/TSPYL1/TMX4/EIF3L,BLCA,TG_Score,0.27151051625239003
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q,LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q,34,-0.405156070954026,-1.28563642790242,0.133812949640288,0.424146500981033,0.360249216894427,165,"tags=47%, list=21%, signal=37%",TOPORS/TDRP/CUL5/FUBP3/RARA/ACO1/VPS13A/CREBL2/SETX/SMARCA2/DUSP22/GNAQ/SLC35D2/ANK2/RNF38/ABL1,BLCA,TG_Score,0.3154875717017208
WP_BLADDER_CANCER,WP_BLADDER_CANCER,11,0.42798547016823,1.14667738795485,0.296296296296296,0.679662118258609,0.577271639136828,228,"tags=45%, list=22%, signal=35%",E2F1/CDKN2A/HRAS/MAP2K2/TP53,BLCA,TG_Score,0.4359464627151052
HP_BLADDER_NEOPLASM,HP_BLADDER_NEOPLASM,9,0.42876815791657,1.12276861374779,0.318295739348371,0.689144459436667,0.585325474252337,240,"tags=44%, list=22%, signal=35%",BAX/HRAS/NTHL1/TP53,BLCA,TG_Score,0.4588910133843212
OSMAN_BLADDER_CANCER_DN,OSMAN_BLADDER_CANCER_DN,127,-0.242467554878062,-0.962904412246692,0.543134872417983,0.874088695700019,0.742408029758294,323,"tags=26%, list=20%, signal=21%",VWA8/UBE2B/AHCYL1/DIDO1/ZNF791/MAML2/ARIH2/ST13/SIAH1/CTDSP2/HIF1AN/PRMT2/LYRM9/NMT2/UST/MPRIP/SMARCA2/ATP8B2/CLIP1/SKI/NISCH/TGFBR2/RPS6KA5/EEF1G/PPM1K/VAMP1/PHF1/CELF2/GNG7/ELL3/DIABLO/RAD50/IDS,BLCA,TG_Score,0.6175908221797323
WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,6,-0.427687985137352,-0.88474426624809,0.618881118881119,0.902722423510467,0.766728112551911,356,"tags=83%, list=38%, signal=52%",MLPH/MADD/SYTL2/GCC2/MYRIP,BLCA,TG_Score,0.6806883365200764
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE,LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE,10,-0.31593425351185,-0.749765000936699,0.783606557377049,0.942129263237234,0.800198347763133,435,"tags=70%, list=12%, signal=61%",VCAM1/IL7R/AEBP1/NAV2/MOB3A/FYN/ABI3BP,BLCA,TG_Score,0.8317399617590823
OSMAN_BLADDER_CANCER_UP,OSMAN_BLADDER_CANCER_UP,108,-0.182508673273476,-0.707938655179796,0.946384039900249,0.989902510976158,0.840774599239084,497,"tags=21%, list=22%, signal=17%",ZYG11B/IRF2BP2/MAPK14/NDUFS1/FBXO9/INO80D/PLA2G4A/LYST/SNTB2/AGO3/CBX6/ATXN1/CSNK1A1/RHOQ/CHURC1/USP47/CRTAP/ARB2A/AKAP13/JAZF1/KLF2/NBPF14/NUDT3,BLCA,TG_Score,0.9502868068833652
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP,SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP,32,0.853730425386717,3.12165957876948,1e-10,5.8e-9,4.8187134502924e-9,1,"tags=84%, list=8%, signal=78%",ZWINT/MELK/KIF11/GINS1/KIF2C/BIRC5/KIF14/KIF15/RACGAP1/PLK1/TROAP/TRIP13/POLQ/E2F1/PIMREG/JPT1/CDKN3/TIMELESS/CDC25A/NCAPG/BLM/NCAPG2/PARPBP/POLR2K/NUDT1/ELOC/OIP5,BRCA,TG_Score,0.0019157088122605363
PUJANA_BRCA1_PCC_NETWORK,PUJANA_BRCA1_PCC_NETWORK,396,0.407934056145318,2.34058102486946,1e-10,5.8e-9,4.8187134502924e-9,1,"tags=45%, list=24%, signal=38%",ZWINT/MELK/KIF11/GINS1/KIF2C/KIF14/TK1/PCLAF/PLK1/CDC6/TROAP/NUP210/TRIP13/E2F1/CDKN3/TIMELESS/CDC25A/WDHD1/HDGF/PAICS/ELAVL1/BLM/CASP3/TIMM17A/LSM4/TIPRL/DBF4/RPA3/CSE1L/PMAIP1/KHDRBS1/PRPS2/BRCA1/CAPRIN1/LMNB2/UBFD1/COMP/XRCC5/SNRPD1/ORAI2/RRM1/GSPT1/ENSA/RAD1/NUP155/POLR2D/PSMC4/RFX5/EBNA1BP2/CSNK2A1/NAP1L4/POLB/NSL1/TARS1/NCBP2/AHCY/RBBP7/PTGES3/SSR1/MYCBP/CHAF1A/PLAGL2/PPIA/SMC1A/SRP72/NSD2/RNF2/CKS1B/UBE2K/TNPO3/NUDT1/ACTR3/ELOC/MOB1A/OIP5/E2F3/MTIF2/LSM3/SPIB/CTPS1/NUP133/CASP2/KNTC1/TFRC/UBE2D2/RNPS1/LSM2/ZKSCAN4/KPNB1/PDS5A/MCCC2/EIF3H/PRPF40A/PAK2/SEC23IP/CUL2/EIF4E2/PUDP/TCF3/SMARCA5/RHOH/UNG/JARID2/CCT5/MPHOSPH10/HMGN4/BAX/RRP1B/TXNL1/POLD2/PABPC1/NXT2/TOP2B/ATP5PB/CSTF3/USP10/TRAPPC6A/IDO1/UCP2/TMX1/PPP2R5E/IPO7/PAX5/LARP4/XPOT/SEM1/API5/TAF5L/KHSRP/RABGAP1L/PDE12/PTBP1/POP4/TCF20/RALY/MTERF1/ZC3HAV1/DR1/PAFAH1B2/C6orf62/MICB/RANBP1/LSM14A/NUP93/ASTN2/NDUFS6/ZNF131/ZBTB24/DIAPH1/GTF2H3/IRF5/SUB1/MRPS18B/PRRC2C/STOML2/EDEM1/CAD/H4C3/PIK3CG/TACR3/BZW1/SNRPB/NEMP1/GOSR1/AK2/TTF2/PPP1CC/RSL1D1/TP53/ASH2L/PFKFB2/SIT1/VAV1/TRAF4/ABCC1/ZNF804A/CBFB/LSM7/PRPS1,BRCA,TG_Score,0.0019157088122605363
POOLA_INVASIVE_BREAST_CANCER_UP,POOLA_INVASIVE_BREAST_CANCER_UP,46,0.644595151877124,2.57462551114835,2.2826877421475e-9,1.08323909218272e-7,8.9996875575576e-8,11,"tags=33%, list=3%, signal=32%",MELK/KIF11/GINS1/KIF2C/BIRC5/TK1/KIF15/PCLAF/TRIP13/CDKN3/NCAPG/CEACAM6/BLM/CEACAM5/RGS4,BRCA,TG_Score,0.0210727969348659
PUJANA_BRCA2_PCC_NETWORK,PUJANA_BRCA2_PCC_NETWORK,96,0.484481710396866,2.26206059610083,4.45221650274007e-8,1.66004072459308e-6,1.3791828564879e-6,14,"tags=56%, list=23%, signal=44%",ZWINT/MELK/KIF11/GINS1/KIF2C/KIF14/PCLAF/CDC6/TROAP/E2F1/CDKN3/TIMELESS/WDHD1/PAICS/BLM/LSM4/DBF4/FZD2/CLGN/BRCA1/XRCC5/RRM1/RAD1/CSNK2A1/MYBL1/GATA3/CHAF1A/SMC1A/NSD2/CTPS1/CASP2/KNTC1/EIF3H/PAK2/TCF3/RHOH/UNG/HMGN4/BAX/POLD2/TRAPPC6A/CD3D/SKP2/RALY/NUP93/ZNF131/CAD/SNRPB/NEMP1/TTF2/PPP1CC/RNF4/VAV1/ABCC1,BRCA,TG_Score,0.02681992337164751
SMID_BREAST_CANCER_LUMINAL_B_UP,SMID_BREAST_CANCER_LUMINAL_B_UP,43,0.62691568292288,2.44848905397573,7.30602396529221e-8,2.54249633992169e-6,2.11233815698273e-6,15,"tags=72%, list=29%, signal=52%",CEACAM5/BMPR1B/RAB26/TESMIN/INSM1/CELSR1/METRN/MRPS30/TJP3/DCAF10/GATA3/ABCA3/FAM234B/SLC6A4/CELSR3/SPINK4/MCCC2/LDLRAD4/SLC1A1/RHBDL1/KDM4B/MLPH/ZNF652/PIEZO2/MAPT/SREBF1/CACNA2D2/RSF1/QDPR/SSTR2/GREB1,BRCA,TG_Score,0.028735632183908046
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN,48,-0.636219449396522,-2.29228497097367,1.55251448224697e-7,4.50229199851621e-6,3.7405612086886e-6,18,"tags=67%, list=26%, signal=50%",MID1/TUBB2B/MET/NFIB/CCL28/CSNK1A1/ID4/GPM6B/SOD2/TNFRSF10B/EGFR/SAMD5/ATF3/CRYAB/KCNC4/PAK3/ENOSF1/DST/MRPS25/CNN1/SCN4B/TAGLN/MYH11/CNTNAP3/MICAL3/RBPMS/RHOQ/ADAMTS5/CFD/CAV2/PER1/CDRT4,BRCA,TG_Score,0.034482758620689655
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP,CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP,106,0.452627590271927,2.16049098862154,1.77278648403103e-7,4.626972723321e-6,3.84414753379361e-6,20,"tags=60%, list=32%, signal=42%",CEACAM6/APH1A/ANKRD22/DLG3/C1orf43/S100A14/SLC37A1/TMEM241/FLAD1/MAP7/GSPT1/ENSA/RBM47/UBQLN4/IQCE/TJP3/GATA3/PKP3/PRLR/TMBIM6/PPM1H/ERBB3/DOK7/RUSC1/DDR1/SYT7/PRSS8/PATZ1/MRFAP1L1/MCCC2/OCLN/RHOH/TMEM30B/TRAPPC6A/MINDY1/TENT5C/PATJ/NECTIN4/IRF6/SPDEF/MLPH/ARFIP2/CGN/ZBTB7B/TRAF4/ZNF385A/FREM2/REEP5/ANK3/VRK3/RHPN1/RAB40C/SEMA3F/TADA2B/PLCH1/SIGIRR/EPHB3/PLXNA3/MACC1/MYH14/TC2N/CDC42SE1/SORL1/SH3YL1,BRCA,TG_Score,0.038314176245210725
SMID_BREAST_CANCER_NORMAL_LIKE_UP,SMID_BREAST_CANCER_NORMAL_LIKE_UP,84,-0.552899721488367,-2.19068802660582,1.90086916548373e-7,4.72501763991669e-6,3.9256044921268e-6,21,"tags=51%, list=22%, signal=41%",F13A1/ID4/ADARB1/C1S/CASP10/HGF/CH25H/PTGER4/VAMP1/CRYAB/IL33/PPP2R1B/PDGFRA/MEF2C/FYN/C1R/RNF125/CD72/DST/ABLIM1/MEOX1/ZBTB20/CNN1/CELF2/RUNX1T1/MYH11/ADH1B/LEPR/SLC12A4/GIT2/F10/SELENOP/CCDC69/POU6F1/AOC3/LDHB/CXCR5/LAT/ACACB/GIMAP5/CLEC3B/PDE2A/FLT3LG,BRCA,TG_Score,0.040229885057471264
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP,CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP,97,0.453461740452952,2.11277882408289,4.92292268923899e-7,1.16807529262852e-5,9.704517454385e-6,22,"tags=61%, list=31%, signal=43%",SOX12/GTF3C1/DLG3/CRACD/SLC37A1/GSPT1/TESMIN/IQCE/VPS37C/TJP3/GATA3/NUCB2/PRLR/TMBIM6/ERBB3/ABCA3/FAM234B/ADGRB2/RUSC1/ONECUT2/AVL9/MTCL2/SMIM14/CSRNP2/ZNF398/ATP8B1/PATZ1/MAPK9/MCCC2/ZNF703/NLK/SLC4A8/CDYL2/UBN1/ELOVL2/TENT5C/KDM4B/SPDEF/ASTN2/MLPH/ARFIP2/PRRC2C/PGGT1B/REEP5/RHPN1/THSD4/RAB40C/MAPT/AR/TADA2B/HMG20B/CACNA2D2/CHTOP/RAB11FIP3/PLXNA3/CERS2/TC2N/CDC42SE1/POLE,BRCA,TG_Score,0.0421455938697318
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN,CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN,103,-0.513646890695614,-2.10354250000303,6.93986903001442e-7,1.50942151402814e-5,1.25404650893243e-5,24,"tags=59%, list=30%, signal=43%",ZDHHC2/ATP10D/LUZP1/TAP2/TRIM22/PRKD3/PLA2G4A/KPNA1/STAMBPL1/MYL12A/OGFRL1/MBP/OSMR/MET/DIPK1A/RFLNB/MBNL2/ELK3/FAS/TOX2/AXL/C1S/CCDC80/GPM6B/RBFOX2/NOB1/NAV2/CHST3/IL15/EGFR/ANKRD33B/CARD6/NNMT/CRYAB/NAB1/MAML2/SLC1A3/IFNGR1/NRP1/ITGA1/TUBB6/PXDC1/C1R/GFOD1/EMP1/ASXL1/DSE/DST/CSNK2A2/ETS2/PALM2AKAP2/ADM/PTPRM/RBMS3/KLHL29/TGFBR2/TRIP10/CAV2/GNAL/CFLAR/SH3D19,BRCA,TG_Score,0.04597701149425287
PUJANA_BRCA_CENTERED_NETWORK,PUJANA_BRCA_CENTERED_NETWORK,26,0.664564477800054,2.31306078045836,4.91162578107942e-6,9.86103329893637e-5,8.19267134333895e-5,26,"tags=77%, list=24%, signal=59%",GINS1/TIMELESS/PAICS/BLM/BRCA1/RRM1/RAD1/CSNK2A1/CHAF1A/SMC1A/EIF3H/TCF3/UNG/SKP2/CAD/SNRPB/NEMP1/TTF2/PPP1CC/PRPS1,BRCA,TG_Score,0.04980842911877394
ZHANG_BREAST_CANCER_PROGENITORS_UP,ZHANG_BREAST_CANCER_PROGENITORS_UP,116,0.396852753760625,1.93416341879807,6.8722092218786e-6,1.3286271162298e-4,1.1038402336896e-4,27,"tags=28%, list=13%, signal=25%",MELK/KIF2C/CDC6/TRIP13/CDC25A/NCAPG/PAICS/AP1S3/TIMM17A/NVL/DBF4/RPA3/TMEM33/PRPS2/BRCA1/CAPRIN1/XRCC5/DNAJA1/SKA2/NUP155/UCHL5/AHCY/PHF6/DDR1/TFRC/TAX1BP1/PATZ1/UBE2D2/RPRD2/PRR14L/SMARCA5/UNG/PPP2R1A,BRCA,TG_Score,0.05172413793103448
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN,19,-0.722519390127052,-2.10366857663418,4.39064347735757e-5,7.6839513380557e-4,6.383924080014e-4,29,"tags=79%, list=24%, signal=60%",NFIB/CSNK1A1/ID4/GPM6B/BACH2/ATF3/CRYAB/PAK3/CNN1/TAGLN/MYH11/GHR/ADH1B/RHOQ/CFD,BRCA,TG_Score,0.05555555555555555
FINETTI_BREAST_CANCER_KINOME_RED,FINETTI_BREAST_CANCER_KINOME_RED,2,0.995519044062733,1.5284295029447,9.85940804528327e-5,0.00160831593738683,0.00133620924824234,32,"tags=100%, list=0%, signal=100%",MELK/PLK1,BRCA,TG_Score,0.06130268199233716
VANTVEER_BREAST_CANCER_METASTASIS_DN,VANTVEER_BREAST_CANCER_METASTASIS_DN,24,0.616875704023402,2.10253723232432,2.4067235520299e-4,0.00369502851223415,0.003069876481227,34,"tags=50%, list=10%, signal=45%",MELK/BIRC5/KIF14/TK1/INTS7/TRIP13/PIMREG/UCHL5/CA9/LPCAT1/CTPS1/TFRC,BRCA,TG_Score,0.06513409961685823
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP,13,0.734229476635968,2.0932957058604,2.3513739314387e-4,0.00369502851223415,0.003069876481227,33,"tags=54%, list=13%, signal=47%",MELK/RACGAP1/INTS7/PRR11/VCAN/UBE2D2/CCT5,BRCA,TG_Score,0.06321839080459771
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP,TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP,9,0.769858843191822,1.95782657832116,0.00140327303251132,0.0179680795201961,0.0149281080103263,40,"tags=56%, list=9%, signal=51%",POSTN/COMP/SSR1/VCAN/FNDC1,BRCA,TG_Score,0.07662835249042145
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN,TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN,11,0.720800181832102,1.94356119262086,0.00141128593932575,0.0179680795201961,0.0149281080103263,41,"tags=45%, list=9%, signal=41%",POSTN/RAB26/COMP/VCAN/FNDC1,BRCA,TG_Score,0.07854406130268199
NADERI_BREAST_CANCER_PROGNOSIS_UP,NADERI_BREAST_CANCER_PROGNOSIS_UP,8,0.763428646222014,1.86351389509131,0.00156552330664438,0.019457218239723,0.0161653033167289,42,"tags=50%, list=9%, signal=45%",MELK/RACGAP1/TIMELESS/CTPS1,BRCA,TG_Score,0.08045977011494253
HOLLERN_EMT_BREAST_TUMOR_DN,HOLLERN_EMT_BREAST_TUMOR_DN,22,0.576445638821564,1.91503594518048,0.00259497978495743,0.0304534241852886,0.0253010904705362,44,"tags=64%, list=18%, signal=53%",CRB3/MAP7/TJP3/PKP3/ERBB3/DDR1/PRSS8/DSP/OCLN/CYSRT1/TMEM30B/PATJ/NECTIN4/IRF6,BRCA,TG_Score,0.0842911877394636
SMID_BREAST_CANCER_BASAL_DN,SMID_BREAST_CANCER_BASAL_DN,148,0.296999492801228,1.49987600271274,0.00320055109725895,0.0340956667912075,0.0283271117523241,49,"tags=49%, list=29%, signal=36%",MISP/CEACAM6/DLG3/GPRC5A/CEACAM5/BMPR1B/RAB26/CLGN/COMP/TESMIN/RBM47/CELSR1/METRN/MRPS30/TJP3/DCAF10/GATA3/NUCB2/ZNF552/PRLR/ERBB3/XRCC4/ABCA3/FAM234B/SLC6A4/ADGRB2/SLC9A1/CCNO/HEATR6/MCCC2/RHOH/ARL3/COQ7/TMEM30B/LDLRAD4/SLC4A8/FCMR/UCP2/ELOVL2/TOM1L1/SLC1A1/RHBDL1/ALCAM/FGFR3/PATJ/KDM4B/WIPF2/SPDEF/ASTN2/MLPH/ARHGAP32/ZNF652/TRIM36/SIX1/SEPTIN8/SYTL2/PIEZO2/REEP5/MAPT/AR/ZNF329/HEBP1/IFT140/SREBF1/CACNA2D2/QDPR/SIGIRR/HCFC1R1/SNPH/SSTR2/CCDC170/GREB1/TNFSF10,BRCA,TG_Score,0.09386973180076628
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN,SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN,23,0.55278928902682,1.86063035315679,0.00335698138285897,0.0350468856370476,0.0291173964155346,50,"tags=74%, list=19%, signal=60%",CLGN/RBM47/CELSR1/TJP3/DCAF10/GATA3/ERBB3/SLC9A1/CCNO/MCCC2/SLC4A8/ALCAM/CLCN3/KDM4B/SPDEF/ASTN2/MLPH,BRCA,TG_Score,0.09578544061302682
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,71,-0.418911228318289,-1.62122605042418,0.00385565052631259,0.0387047995141379,0.0321564375878702,52,"tags=48%, list=24%, signal=37%",ADCY7/ELK3/EML1/FAS/PARVA/AXL/LMCD1/C1S/JCAD/CH25H/MAP1B/NNMT/DAB2/NRP1/PDGFRA/MEF2C/TUBB6/FYN/QKI/MEIS2/TGFB1I1/C1R/MERTK/EMP1/DSE/RECK/MXRA7/CELF2/TACC1/PKD2/JAM3/ARHGEF40/PTPRM/TGFBR2,BRCA,TG_Score,0.09961685823754789
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN,CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN,144,-0.355760858544031,-1.53113197548604,0.00519436616579746,0.0502122062693755,0.04171693684812,54,"tags=41%, list=25%, signal=32%",MET/DIPK1A/RFLNB/LAYN/PDE3A/HACD1/SH2B3/ELK3/FAS/TOX2/FER/PARVA/SLIT2/AXL/RTN4/C1S/IRAK2/FOSL2/CHST3/MAP7D1/MAP1B/IL15/EGFR/TIMP2/ANKRD33B/TEAD1/EMILIN2/NNMT/SOCS3/NAB1/DAB2/MAML2/NRP1/ITGA1/TUBB6/QKI/PDE7B/TGFB1I1/ITPRIP/ASXL1/DSE/MXRA7/CRTAP/FAM200B/MPRIP/NMT2/PALM2AKAP2/ITSN1/ARHGEF40/PTPRM/RBMS3/KLHL29/ADAMTS5/TGFBR2/CAV2/AKAP12/CAVIN2/LDHB/EIF4A1,BRCA,TG_Score,0.10344827586206896
LANDIS_ERBB2_BREAST_TUMORS_65_UP,LANDIS_ERBB2_BREAST_TUMORS_65_UP,6,0.782468533107328,1.69633629340662,0.00768281430875493,0.070358404722282,0.0584546536510994,57,"tags=50%, list=10%, signal=45%",DAP/GOLPH3/MYDGF,BRCA,TG_Score,0.10919540229885058
DOANE_BREAST_CANCER_ESR1_UP,DOANE_BREAST_CANCER_ESR1_UP,22,0.537334916000196,1.78510445641421,0.00904345839763693,0.080011614975703,0.0664746629763857,59,"tags=77%, list=30%, signal=54%",GPRC5A/BMPR1B/CLGN/CELSR1/TJP3/GATA3/SLC4A8/ELOVL2/ALCAM/SPDEF/MLPH/MAPT/AR/IFT74/CCDC170/GREB1/SCNN1A,BRCA,TG_Score,0.11302681992337164
LANDIS_BREAST_CANCER_PROGRESSION_DN,LANDIS_BREAST_CANCER_PROGRESSION_DN,10,-0.70616886583499,-1.77126019632215,0.00900439516402025,0.080011614975703,0.0664746629763857,58,"tags=80%, list=21%, signal=64%",CCDC80/AHNAK/GAS6/NRP1/QKI/BNIP2/GHR/CLEC3B,BRCA,TG_Score,0.1111111111111111
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP,WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP,6,0.771507153226038,1.67257279911681,0.00974009163347867,0.0820052876238043,0.0681310314599867,62,"tags=83%, list=22%, signal=65%",PLK1/POLQ/NCAPG2/PGAP6/PPP1CC,BRCA,TG_Score,0.11877394636015326
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,36,-0.494795368977498,-1.69302215252945,0.0112832789642474,0.0906134095282635,0.0752827681501201,65,"tags=47%, list=22%, signal=37%",PARVA/LMCD1/RTN4/TPM2/AHNAK/HSPG2/SPEG/TGFB1I1/BOC/MXRA7/DIPK1B/TAGLN/MPRIP/DDR2/PALM2AKAP2/SNX21/AOC3,BRCA,TG_Score,0.12452107279693486
PUJANA_BREAST_CANCER_LIT_INT_NETWORK,PUJANA_BREAST_CANCER_LIT_INT_NETWORK,36,0.446911513640286,1.65925161830596,0.0119669615796101,0.0943063435864117,0.0783509045323687,66,"tags=28%, list=6%, signal=26%",CLSPN/PLK1/E2F1/CDC25A/BLM/RPA3/FANCD2/CSNK2A1/RBBP7/SMC1A,BRCA,TG_Score,0.12643678160919541
