"cancer","seed","sd","range","IQR","MAD","pathway","method","n_enrich","n_pathway","time","positive_rate"
"STAD",67,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",1,12,2.19,0.0833333333333333
"STAD",67,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,62.497,0
"STAD",78,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",0,12,1.553,0
"STAD",78,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.07900000000001,0
"STAD",78,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,63.739,0
"STAD",89,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",0,12,1.78800000000001,0
"STAD",89,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.495,0
"STAD",89,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,59.744,0
"STAD",90,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",0,12,1.61000000000001,0
"STAD",90,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.178,0
"STAD",90,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",2,12,94.846,0.166666666666667
"STAD",1,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",0,12,1.58499999999998,0
"STAD",1,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",1,12,2.15899999999999,0.0833333333333333
"STAD",1,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,69.136,0
"STAD",12345,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",0,12,1.60000000000002,0
"STAD",12345,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",1,12,2.35000000000002,0.0833333333333333
"STAD",12345,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,31.591,0
"STAD",9999,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",0,12,1.577,0
"STAD",9999,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.14699999999999,0
"STAD",9999,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,74.537,0
"THCA",1234,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",0,30,6.20500000000004,0
"THCA",1234,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",2,30,4.96500000000003,0.0666666666666667
"THCA",1234,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",0,30,375.699,0
"THCA",2345,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",0,30,6.33000000000001,0
"THCA",2345,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",4,30,5.21000000000001,0.133333333333333
"THCA",2345,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",1,30,263.732,0.0333333333333333
"THCA",3456,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",2,30,6.73700000000002,0.0666666666666667
"THCA",3456,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",2,30,4.97399999999999,0.0666666666666667
"THCA",3456,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",1,30,147.681,0.0333333333333333
"THCA",4567,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",1,30,6.25400000000002,0.0333333333333333
"THCA",4567,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",5,30,4.697,0.166666666666667
"THCA",4567,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",4,30,250.538,0.133333333333333
"THCA",5678,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",3,30,6.298,0.1
"THCA",5678,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",1,30,4.71199999999999,0.0333333333333333
"THCA",5678,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",1,30,106.565,0.0333333333333333
"THCA",6789,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",0,30,6.233,0
"THCA",6789,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",2,30,4.76100000000002,0.0666666666666667
"THCA",6789,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",1,30,240.832,0.0333333333333333
"THCA",7890,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",1,30,6.22200000000001,0.0333333333333333
"THCA",7890,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",0,30,4.851,0
"THCA",7890,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",2,30,186.843,0.0666666666666667
"THCA",8901,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",0,30,6.25199999999998,0
"THCA",8901,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",0,30,4.76900000000001,0
"THCA",8901,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",1,30,137.37,0.0333333333333333
"THCA",9012,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",1,30,6.20400000000001,0.0333333333333333
"THCA",9012,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",2,30,5.00800000000001,0.0666666666666667
"THCA",9012,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",2,30,256.281,0.0666666666666667
"THCA",123,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",0,30,6.737,0
"THCA",123,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",1,30,5.409,0.0333333333333333
"THCA",123,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",3,30,151.615,0.1
"THCA",234,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",0,30,6.37799999999999,0
"THCA",234,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",2,30,4.887,0.0666666666666667
"THCA",234,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",0,30,191.434,0
"THCA",345,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",6,30,6.77300000000002,0.2
"THCA",345,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_2Ddist",1,30,4.80399999999997,0.0333333333333333
"THCA",345,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Topology",0,30,143.808,0
"THCA",456,0.0674676058788887,1.09233106764659,0.0566240044839179,0.0417788653259345,"TN","Edge_Score",3,30,6.38400000000001,0.1
